4.428879389557171180e+02,3.478246989544661005e+02
-4.568431190954234467e+02,-1.955117553867096944e+02
1.192795181792466224e+02,3.830911635131645880e+02
-1.370282471012017425e+02,-3.655750492982858759e+02
8.759502133132389190e+01,-3.639999872773716447e+02
9.736658488812129519e+01,-4.350728237141889281e+02
1.511013319998990880e+02,5.964516481076515220e+02
-6.584912289716554596e+02,-1.876456153896038757e+02
4.781794741086994804e+01,4.531518271251480883e+02
-3.799574261733246203e+02,4.657089857761189933e+02
1.328558479823250309e+02,-5.649289423044706382e+02
2.442617828877261559e+02,-6.980053482741600419e+02
4.286754274501265627e+02,1.440581432159904125e+02
-4.125938221836682942e+02,-2.589729068486025199e+01
3.359557397953319651e+02,2.340376952447969074e+02
-4.712311271248194089e+02,-2.456204825897347064e+02
6.159456140998382807e+02,-5.501223786403724034e+02
-4.427957485726984714e+02,5.356745370781269457e+02
4.287242713956730995e+02,-5.980674347959587323e+01
6.159330580784170284e-01,-3.624136066132900282e+02
-7.775336106774461769e+02,4.654863283539966545e+01
-4.258121524633731951e+02,-6.691653841397312590e+02
5.744737363530646235e+01,4.774767012236844153e+02
-5.170649271000695535e+02,3.350266773303720242e+02
7.128435570901507390e+01,-4.117513412075769565e+02
4.484959253143500746e+00,6.825815617303262570e+02
1.576561551716781366e+02,2.758296443010432313e+02
-3.015378661302042929e+02,-4.437159781878734748e+02
3.489925894816136633e+02,3.741410321505072147e+02
3.751154341285588885e+02,2.240878216741538154e+02
-3.578179165003313642e+02,1.986853587379562214e+01
-6.597070757423260829e+02,4.386400087335808280e+02
2.708305522101281326e+02,-3.039499792999806118e+02
4.277972525171452389e+02,6.294993717514397531e+02
2.761512988269862490e+02,-3.186939474644363486e+02
-3.041538258653595790e+02,2.841120419785732452e+02
2.024447381309651632e+02,-3.105434658750159542e+02
-4.244160995284541400e+02,1.596055865299814513e+01
3.623639120234792586e+02,-8.790470098832889789e+01
7.134664109896368700e+02,-2.724402412721760811e+02
-2.197127022271048418e+02,-4.504122998878507929e+02
-9.648367989555622160e+01,-3.033625824415318561e+02
-3.006574009980178630e+01,5.594679154869850208e+02
4.040539977421872209e+00,-3.191315571398251336e+02
-2.938655669534516619e+02,1.851944847526579849e+02
-4.831241552090041296e+02,-6.822434155103356943e+02
4.972768061253849510e+02,6.795766311206280079e+02
-4.307127896078742992e+02,-1.475903066482820236e+02
-2.851515408143944796e+01,-3.332679101717615140e+02
-5.084287921988702692e+02,5.518167908146633636e+02
2.401432326836546736e+02,-2.231338830513284961e+02
-3.189061126978199354e+02,3.145266343703843290e+02
-1.462273685975513899e+02,-3.402284597560071120e+02
-2.194231903240814177e+02,-3.178480858542241663e+02
2.321942784117522933e+02,2.559838275805620640e+02
-1.436783956653710447e+03,-1.239504744022649447e+02
6.558075933739639822e+02,-1.065705812839027544e+01
-4.530296852239114287e+02,4.724838276530056760e+02
-5.633013566988627190e+02,2.591273510836612672e+02
-4.188931837858482368e+02,1.474475584541458204e+02
7.996732767669850546e+02,9.764617248860457721e+01
-1.111751956706792583e+02,3.090497233588754966e+02
2.159775366337604510e+02,-2.741845684939951298e+02
-1.621640049485303052e+02,4.616608541861891126e+02
3.082002995087040063e+02,-2.307029013891722400e+02
-3.838539137004594295e+02,5.725349249717611428e+02
-3.731013306165924632e+02,-8.467963137822800945e+01
2.638547174169253822e+02,7.342536583518324278e+02
-4.416473830725227572e+02,-7.913099146935970793e+02
-2.577724627224333176e+02,-3.631322948157214796e+02
-5.503355378976626753e+02,6.168241176309870752e+02
7.705525118925909283e+02,6.554050754350443242e+01
-5.206311217625598147e+02,9.373482933787521176e+01
2.195936944207420822e+02,7.081586274345543188e+02
-2.611849005863015236e+02,-2.458419605396973964e+02
-4.712576307127501991e+02,3.204377741998056308e+02
1.503174507894263172e+02,-5.338751085873005877e+02
-3.543276969442118229e+01,3.236507560440389852e+02
4.974142078690991866e+02,-2.047431827613449514e+03
-2.504838900534474533e+02,6.168725445558714000e+02
-3.057167927913538961e+02,1.155504824321665467e+02
-4.173007465468685950e+02,-1.211418758354636509e+02
-3.325953540645472003e+03,6.929032586827315754e+02
1.949678989295653082e+03,-5.127284775040201339e+02
4.257446874902364584e+02,-4.758199006677879197e+02
3.550563168597680601e+02,-2.499680903119254936e+02
-8.858276891922957930e+01,-3.711635956539155359e+02
4.763651320784506993e+02,2.851670601049645484e+02
3.803046623509187043e+02,2.905098144796320980e+02
1.548691165804118270e+02,4.471977442677919043e+02
6.949257071301556152e+02,6.523190389494958481e+02
-9.052798556765758349e+02,-1.360428963231808893e+03
-3.809167121774967200e+02,-3.703610639176231984e+02
2.388873735392861022e+02,-8.284832185815899948e+02
-7.874971510697463373e+01,3.731653706029223372e+02
3.098605725046827502e+02,1.305938019267359778e+02
-7.147333694703968376e+01,-3.748021146493874767e+02
1.135585526364225473e+01,5.737741818758249792e+02
1.432311955100362411e+03,7.197549448676445536e+02
-3.990958702548480801e+02,-1.862404283034109653e+02
3.257205045235465377e+02,-5.902726161107966618e+01
6.281929546292208215e+02,-5.140644200525060796e+02
-6.035529474376360213e+02,5.211170496157562866e+02
-3.367676496692923251e+02,-9.966404364436858998e+01
-1.744640979003830807e+02,-3.492292708108515171e+02
-6.302011560244650354e+02,5.210801972422817130e+01
6.333606846704090003e+02,-1.849480173180931786e+02
9.354878350118412982e+02,-7.648980821766464260e+02
-1.245541919948797585e+02,-6.280261689459609897e+02
1.921477885856251078e+02,3.858863835468501975e+02
-3.073686197297756166e+02,3.547160061145698364e+02
2.450958021124782817e+02,2.025171999898389856e+02
-2.440514421902119011e+02,6.792176715621081939e+02
1.588438265110951306e+02,-4.414397512177084195e+02
4.600826508983466283e+02,3.088838885888084178e+02
-1.106320636152935094e+03,-6.023246987902400633e+02
-3.319958850137962827e+02,-1.485501863552979671e+02
3.813282544415525308e+02,4.713193883012988294e+02
3.346478879551879118e+02,-3.272618214148320703e+02
-4.135750521663085237e+02,3.586461394743006963e+02
4.737581798344946549e+01,5.041744685767353644e+02
3.194610545253835880e+02,-6.818970791457066127e+01
6.722878107588569492e+02,-3.955273117764043036e+02
-4.454633389559385250e+02,2.911162133476378813e+02
-1.258016929141790854e+02,-5.378877526433863068e+02
1.153445382477092380e+02,1.477370570000355201e+03
-4.329211995368875705e+02,7.565902011937472480e+02
-3.260648309996163619e+01,-5.051932959567385524e+02
6.074979019177488908e+02,5.487183563771697692e+01
4.921767752829891265e+02,-3.600201428581914342e+02
4.114779733423359289e+02,-1.364566335746842469e+02
5.462554496972393281e+01,-7.403081918322988031e+02
-4.362854074268579296e+01,5.611964328633654304e+02
-2.002309704431156376e+02,3.913934176111827128e+02
-1.721674086151326719e+02,5.501006528451008535e+02
9.513749977042424462e+02,1.556396260054946424e+03
-2.585802636049965258e+03,-2.240841941241722907e+03
-6.197489207819967305e+02,1.994943667462175654e+02
1.853065669091518544e+02,9.367072816505142328e+02
-1.668243559829625156e+01,-1.439942917222396545e+03
7.313549557426675847e+02,1.446238932333066316e+02
5.787086397212508473e+02,-3.599929540439910625e+01
3.265189204813752895e+02,-4.922908275229234505e+02
-2.594983418447558051e+03,1.927501267332457246e+03
1.109561160758321876e+03,-9.010600557843793013e+02
1.275929508813021016e+02,-7.007557926292420234e+02
3.227671179534209500e+01,-3.700411757532105526e+02
9.086173438238801054e+02,4.937018792814088215e+02
-1.224360288528427645e+03,-1.741637973198078271e+01
-9.370636998967671616e+01,4.036455730969784099e+02
-9.622308652232163695e+01,7.334117793898421951e+02
7.391855116701872248e+02,1.580098903746438964e+03
-1.054134676848487970e+03,-1.574212234381647022e+03
6.129067880166140867e+02,-9.759047195536675190e+01
2.054193061471494275e+02,-3.406478604102399004e+02
2.627321491667227065e+02,-2.110920646425133782e+02
-4.603704269720947764e+02,-2.128839108564290825e+02
